Symbol,Market Cap,Country,IPO Year,Volume,Sector,Industry
GOVXW,2132953,United States,,1834,Health Care,Biotechnology: Pharmaceutical Preparations
BKYI,2128409,United States,,345622,Technology,Computer Software: Prepackaged Software
DFLIW,2120009,United States,2021,200,Technology,Electronic Components
YCBD,2117724,United States,2017,24975,Consumer Discretionary,Package Goods/Cosmetics
TIRX,2114000,China,2021,28702,Finance,Specialty Insurers
ADNWW,2113556,United States,2018,4626,Utilities,Power Generation
WISA,2095413,United States,2018,967314,Technology,Semiconductors
ADIL,2082748,United States,2018,112889,Health Care,Biotechnology: Pharmaceutical Preparations
PHIO,2052740,United States,,173817,Health Care,Biotechnology: Pharmaceutical Preparations
GMBL,2052077,Malta,,117547227,Consumer Discretionary,Services-Misc. Amusement & Recreation
MOTS,2047943,Israel,2018,61877,Health Care,Medical/Dental Instruments
BREA,2042726,Ireland,2023,2644,Consumer Discretionary,Services-Misc. Amusement & Recreation
ATXI,2040134,United States,2017,1734182,Health Care,Biotechnology: Pharmaceutical Preparations
DUO,2034331,China,2019,45068,Finance,Real Estate
HCDIP,2024880,United States,,131367,Real Estate,Building operators
ACON,2017996,United States,2022,156140,Technology,Retail: Computer Software & Peripheral Equipment
IONM,2006145,United States,,4019853,Health Care,Medical/Dental Instruments
CDIOW,2002453,United States,2022,6012,Health Care,Biotechnology: Commercial Physical & Biological Resarch
VS,1949979,Canada,,433858,Technology,EDP Services
NAOV,1933761,United States,,29111,Health Care,Industrial Specialties
GRRRW,1919200,Taiwan,,8257,Technology,Computer Software: Prepackaged Software
MYSZ,1908049,Israel,,19659,Technology,Retail: Computer Software & Peripheral Equipment
UK,1893723,United States,2019,10757,Consumer Discretionary,Business Services
BDRX,1890207,United Kingdom,,33587,Health Care,Biotechnology: Pharmaceutical Preparations
GROM,1888919,United States,,35829,Technology,Computer Software: Programming Data Processing
HTOOW,1863762,Ireland,,132,Utilities,Natural Gas Distribution
FOXO,1832693,,2022,266659,Technology,Retail: Computer Software & Peripheral Equipment
HSCS,1797593,United States,2022,3695422,Health Care,Medical Specialities
PW,1796520,United States,1998,14831,Real Estate,Real Estate Investment Trusts
BACK,1787164,United States,2019,10708,Health Care,Medical Specialities
NBY,1777276,United States,2007,68563,,
CYTO,1774062,Bermuda,2014,69760657,Health Care,Biotechnology: Pharmaceutical Preparations
AKAN,1746000,United Kingdom,2022,53025,Health Care, Medicinal Chemicals and Botanical Products 
INM,1733615,Canada,,273720,Health Care,Biotechnology: Pharmaceutical Preparations
XBIOW,1725566,United States,,3,Health Care,Biotechnology: Pharmaceutical Preparations
NOGN,1709042,United States,2021,1035416,Technology,EDP Services
AMPGW,1704932,United States,,1001,Technology,Industrial Machinery/Components
NEPT,1679573,Canada,,49592,Health Care,Pharmaceuticals and Biotechnology
SINT,1669825,United States,2014,69077,Health Care,Medical/Dental Instruments
EFSH,1662753,,2022,36063,Consumer Discretionary,Professional Services
AREB,1653562,United States,,138858,Industrials,Plastic Products
IBIO,1646421,United States,,316470,Health Care,Biotechnology: Pharmaceutical Preparations
BROGW,1643816,United Kingdom,2018,24697,Energy,Integrated oil Companies
SYTA,1632759,Canada,2020,22216,Telecommunications,Telecommunications Equipment
RELI,1632500,United States,,93865,Finance,Specialty Insurers
CMND,1615633,Canada,,168918,Health Care,Biotechnology: Pharmaceutical Preparations
CRKN,1612424,United States,,2178374,Technology,Industrial Machinery/Components
EAST,1608968,United States,,8395,Consumer Staples,Beverages (Production/Distribution)
NUWE,1607025,United States,,176791,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MCOM,1597036,United States,2019,1824560,Consumer Discretionary,Business Services
JZXN,1576725,China,2021,19216,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
PXMD,1540934,United States,2022,175825,Health Care, Medicinal Chemicals and Botanical Products 
COMSP,1505746,United States,,4137,Consumer Discretionary,Telecommunications Equipment
LGMK,1504158,United States,,47452,Health Care,Industrial Specialties
AERTW,1495251,United States,2021,865,Finance,Blank Checks
GNLN,1487478,United States,2019,31397,Consumer Discretionary,Durable Goods
AMPE,1480997,United States,2022,101627,Health Care,Biotechnology: Pharmaceutical Preparations
LGHL,1476838,China,,116155,Finance,Investment Bankers/Brokers/Service
IINNW,1474062,Israel,2021,22,Health Care,Medical/Dental Instruments
THAR,1458983,United States,2022,1373415,Health Care,Biotechnology: Pharmaceutical Preparations
NUZE,1452502,United States,,66278,Consumer Discretionary,Other Specialty Stores
LMDXW,1434288,Cayman Islands,,275337,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ATNF,1402395,United States,2017,440530,Health Care,Biotechnology: Pharmaceutical Preparations
BBLG,1357191,United States,,168200,Health Care,Industrial Specialties
HCDI,1320726,United States,2020,1357523,Real Estate,Building operators
VINO,1311059,United States,,44370,Real Estate,Homebuilding
ANGHW,1300283,United Arab Emirates,,159,Consumer Discretionary,Telecommunications Equipment
CSLRW,1295297,United States,,49334,Health Care,Biotechnology: Pharmaceutical Preparations
GRI,1283933,United States,2021,218083,Health Care,Biotechnology: Pharmaceutical Preparations
ZFOXW,1258023,United States,,129625,Technology,EDP Services
PRSTW,1249306,United States,2021,104414,Technology,EDP Services
DTSTW,1234733,United States,,17,Technology,EDP Services
MMVWW,1232724,Hong Kong,2021,110,Finance,Blank Checks
COEPW,1193781,United States,2020,10428,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCEAW,1189174,United States,2021,803,Health Care,Biotechnology: Pharmaceutical Preparations
SWAGW,1188678,United States,2021,3610,Consumer Discretionary,Advertising
LUCYW,1162552,United States,2022,21,Health Care,Ophthalmic Goods
NRSNW,1149920,Israel,2021,24623,Health Care,Biotechnology: Pharmaceutical Preparations
WHLR,1129342,United States,2012,1491567,Real Estate,Real Estate Investment Trusts
LIDRW,1128859,United States,2021,77100,Consumer Discretionary,Auto Parts:O.E.M.
SXTC,1091481,China,2019,54077,Health Care,Biotechnology: Pharmaceutical Preparations
BFIIW,1075847,Mexico,2018,94501,Consumer Discretionary,Restaurants
ICUCW,1072412,United States,2021,27131,Health Care,Biotechnology: Pharmaceutical Preparations
WLDSW,1053500,Israel,2022,9,Telecommunications,Computer Communications Equipment
HUBCW,1030162,Israel,,986549,,
STIXW,988800,United States,,300,Technology,EDP Services
CELUW,973836,United States,2019,390553,Health Care,Biotechnology: Pharmaceutical Preparations
SAITW,932113,Singapore,2021,10,Technology,EDP Services
FRGT,917297,United States,2017,162276,Consumer Discretionary,Professional Services
FFIEW,901437,United States,2020,78311,Consumer Discretionary,Auto Manufacturing
ZVSA,885973,United States,2022,374219,Health Care,Biotechnology: Pharmaceutical Preparations
BIAFW,855202,United States,2022,7159,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CXAIW,851195,United States,2021,828278,Technology,EDP Services
CMAXW,840737,United States,2020,244622,Technology,Computer Software: Prepackaged Software
CETXP,828617,United States,,684,Technology,Electrical Products
CNXA,805096,United States,,506184,Consumer Discretionary,Recreational Games/Products/Toys
SQFTW,800927,United States,,9088,Real Estate,Real Estate Investment Trusts
AGRI,791708,Canada,2021,501296,Industrials,Metal Fabrications
AAGRW,784875,United States,2021,11157,Finance,Finance: Consumer Services
VWEWW,734124,United States,,169548,Consumer Staples,Beverages (Production/Distribution)
DXF,722554,China,,91291,Finance,Finance: Consumer Services
AGBAW,716157,Hong Kong,2019,100,Finance,Investment Managers
AUUDW,676211,United States,2021,509,Technology,Computer Software: Prepackaged Software
NVVEW,674234,China,2020,23041,Energy,Oil Refining/Marketing
FAZEW,658760,United States,2021,57932,Industrials,Industrial Machinery/Components
CURIW,636911,United States,2020,42500,Consumer Discretionary,Movies/Entertainment
KTRA,633520,United States,,1044254,Health Care,Biotechnology: Pharmaceutical Preparations
SMFL,605705,United States,2022,118588,Health Care, Medicinal Chemicals and Botanical Products 
VRMEW,599508,United States,,5354,Technology,EDP Services
BTBDW,596504,United States,2021,6897,Consumer Discretionary,Restaurants
VLCN,572819,United States,2021,6568457,Consumer Discretionary,Auto Manufacturing
AWINW,570463,Japan,2021,276115,Industrials,Industrial Machinery/Components
GLMD,561624,Israel,2014,18482,Health Care,Biotechnology: Pharmaceutical Preparations
SECO,527633,China,2017,49564,Miscellaneous,Diversified Commercial Services
PAVMZ,527318,United States,,22568,Health Care,Medical/Dental Instruments
ROI,516577,United States,,2746492,Energy,Oil & Gas Production
LIFWW,512735,United States,,328709,Technology,Computer Software: Prepackaged Software
MVLAW,509074,United States,2021,65,Technology,EDP Services
SRZNW,498373,United States,,19771,Health Care, Medicinal Chemicals and Botanical Products 
TCBP,486072,United Kingdom,2022,1587942,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GFAIW,467561,Singapore,,50,Finance,Finance: Consumer Services
HYMCL,404266,United States,,5006,Basic Materials,Precious Metals
OPTXW,393556,United States,2022,12590,Finance,Blank Checks
ZAPPW,388257,Thailand,,325059,Finance,Blank Checks
HYMCW,359796,United States,2018,52496,Basic Materials,Precious Metals
KTTAW,352139,United States,2021,10911,Health Care,Biotechnology: Pharmaceutical Preparations
GMBLZ,335794,Malta,,50000,Consumer Discretionary,Services-Misc. Amusement & Recreation
COCHW,332350,United States,2021,77503,Finance,Blank Checks
FRBA,320843,United States,2013,32270,Finance,Major Banks
AUVI,317030,United States,2020,634244,Consumer Discretionary,Building Products
SLACW,308519,United States,,2270,Finance,Finance: Consumer Services
AENTW,305796,United States,,86014,Consumer Discretionary,Durable Goods
ONMDW,290370,United Kingdom,2021,160958,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SXTPW,289977,United States,2023,56,Health Care,Biotechnology: Pharmaceutical Preparations
WGSWW,287315,United States,2020,7615,Technology,Retail: Computer Software & Peripheral Equipment
SNES,274798,United States,2016,113479,Industrials,Agricultural Chemicals
DUNEW,271980,United States,2021,10648,Finance,Investment Bankers/Brokers/Service
SONDW,265554,United States,2021,13129,Consumer Discretionary,Hotels/Resorts
STRCW,259000,United States,,176,Industrials,Wholesale Distributors
DAVEW,242027,United States,,500,Technology,Retail: Computer Software & Peripheral Equipment
CPTNW,237704,United States,2021,2000,Industrials,Industrial Machinery/Components
OXBRW,234809,Cayman Islands,2014,2002,Finance,Property-Casualty Insurers
ARTLW,226735,United States,,27411,Health Care,Biotechnology: Pharmaceutical Preparations
ACONW,220705,United States,2022,199,Technology,Retail: Computer Software & Peripheral Equipment
CSSEL,216538,United States,,58821,Consumer Discretionary,Movies/Entertainment
MTEKW,200780,Israel,2022,24,,
NCPLW,188683,United States,,5041,Finance,Investment Managers
XOSWW,177883,United States,2020,10310,Consumer Discretionary,Construction/Ag Equipment/Trucks
NIRWW,144887,United States,2021,288077,Technology,EDP Services
RVSNW,134923,Israel,2022,2,,
NOGNW,130944,United States,2021,174836,Technology,EDP Services
CEADW,123568,United States,,1000,Industrials,Industrial Machinery/Components
KERNW,113797,United States,2018,4840,Technology,EDP Services
EDBLW,102702,United States,2022,600,Consumer Staples,Farming/Seeds/Milling
LIXTW,101218,United States,,4998,Health Care,Biotechnology: Pharmaceutical Preparations
CREVW,101072,Ireland,,5250,,
PRENW,98549,Hong Kong,,100,Industrials,Biotechnology: Laboratory Analytical Instruments
HOFVW,91380,United States,,15923,Consumer Discretionary,Movies/Entertainment
BRSH,86933,Canada,2022,47758899,Health Care,Medical/Dental Instruments
NXLIW,66185,United States,2022,210,Health Care,Medical Specialities
REVBW,65492,United States,2020,12488,Health Care,Biotechnology: Pharmaceutical Preparations
ATNFW,59804,United States,2017,557,Health Care,Biotechnology: Pharmaceutical Preparations
MNTSW,59716,United States,2019,4351,,
VSSYW,55714,Canada,,144,Technology,EDP Services
SWVLW,53654,United Arab Emirates,,280,Consumer Discretionary,Business Services
SHPWW,50419,United States,,1,Consumer Discretionary,Miscellaneous manufacturing industries
GSMGW,50192,China,2018,83978,Technology,EDP Services
VERBW,49225,United States,,1,Technology,EDP Services
MCOMW,46016,United States,2019,30316,Consumer Discretionary,Business Services
LFLYW,43772,United States,2019,37607,Technology,Computer Software: Prepackaged Software
DRMAW,38587,United States,2021,45099,Health Care,Biotechnology: Pharmaceutical Preparations
BTCTW,38227,China,,12532,Real Estate,Other Consumer Services
CUENW,35084,United States,,15999,Technology,Computer Software: Prepackaged Software
ENCPW,33350,Malaysia,2022,27015,Energy,Industrial Machinery/Components
KPLTW,32928,United States,2019,10973,Consumer Discretionary,Diversified Commercial Services
SYTAW,28432,Canada,2020,16025,Telecommunications,Telecommunications Equipment
VIEWW,26436,United States,2020,63821,Consumer Discretionary,Electronic Components
TCBPW,25649,United Kingdom,2022,14820,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AREBW,25602,United States,,599,Industrials,Plastic Products
GSDWW,25156,United States,2021,84594,Technology,Computer Software: Prepackaged Software
JFBRW,23657,Israel,2022,16500,Consumer Discretionary,Other Specialty Stores
CLVRW,20942,Colombia,,1829,Health Care,Biotechnology: Pharmaceutical Preparations
TRKAW,20012,United States,2021,120735,Consumer Discretionary,Advertising
COMSW,18869,United States,,502,Consumer Discretionary,Telecommunications Equipment
SMXWW,13045,Ireland,,133603,Finance,Blank Checks
SNAXW,12239,United States,2019,2356,Consumer Staples,Packaged Foods
AGRIW,8481,Canada,2021,29001,Industrials,Metal Fabrications
LGHLW,6447,China,,134245,Finance,Investment Bankers/Brokers/Service
UKOMW,3418,United States,2019,5,Consumer Discretionary,Business Services
BRSHW,2608,Canada,2022,970,,
HCDIW,2096,United States,,138185,Consumer Discretionary,Homebuilding
IMACW,1821,United States,2019,1,Health Care,Medical Specialities
HCDIZ,466,United States,,671166,Real Estate,Building operators
CTDD,11,United States,2017,73541,Telecommunications,Telecommunications Equipment
CTBB,10,United States,2016,136462,Telecommunications,Telecommunications Equipment
QVCC,10,United States,2019,31652,Consumer Discretionary,Catalog/Specialty Distribution
AACI,0,United States,2021,4527,Finance,Blank Checks
AACIW,0,United States,2021,78534,Finance,Blank Checks
AACT,0,,2023,463010,,
ABLLL,0,United States,,1038,,
ABLV,0,China,,6927,,
ABLVW,0,China,,4200,,
ACAB,0,United States,2022,77,Finance,Blank Checks
ACABW,0,United States,2022,277307,Finance,Blank Checks
ACAC,0,United States,2022,418,Finance,Blank Checks
ACAH,0,United States,2021,100,Finance,Blank Checks
ACAHU,0,United States,2021,500,Finance,Blank Checks
ACAHW,0,United States,2021,76335,Finance,Blank Checks
ACAX,0,United States,2022,213,Health Care,Other Pharmaceuticals
ACAXR,0,United States,2022,8,Health Care,Other Pharmaceuticals
ACAXU,0,United States,2022,2299,Health Care,Other Pharmaceuticals
ACBAW,0,Hong Kong,2021,21930,Consumer Discretionary,Business Services
ACP,0,United States,2011,210017,Finance,Investment Managers
ACRO,0,,2021,184666,Finance,Blank Checks
ADOC,0,United States,2020,240,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADOCR,0,United States,2020,54159,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADOCW,0,United States,2020,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADX,0,United States,,136533,Finance,Investment Managers
AEAE,0,United States,2021,694,Finance,Blank Checks
AEFC,0,United States,2019,27401,,
AFAR,0,Singapore,2022,28040,Finance,Blank Checks
AFARU,0,Singapore,2022,210,Finance,Blank Checks
AFARW,0,Singapore,2022,73166,Finance,Blank Checks
AFB,0,United States,2002,80398,Finance,Trusts Except Educational Religious and Charitable
AFJKU,0,United States,2023,31643,,
AFT,0,,2011,86095,Finance,Investment Managers
AGD,0,United States,2006,54487,Finance,Trusts Except Educational Religious and Charitable
AIB,0,United States,2022,5,Finance,Blank Checks
AIBBR,0,United States,2022,1800,Finance,Blank Checks
AIF,0,,2013,482147,Finance,Finance Companies
AIMBU,0,United States,2022,1,Finance,Blank Checks
AITRU,0,United States,2023,209177,,
ALCC,0,,2021,1222529,Finance,Blank Checks
ALCY,0,United States,2023,4780,Finance,Blank Checks
ALCYW,0,United States,2023,32,Finance,Blank Checks
ALSA,0,United States,2022,970,Finance,Blank Checks
ALSAW,0,United States,2022,17531,Finance,Blank Checks
ALTU,0,United States,2021,20009,Finance,Blank Checks
ALTUW,0,United States,2021,100,Finance,Blank Checks
ANSCU,0,United States,2023,31,,
AOD,0,United States,2007,212466,Finance,Investment Managers
AOGO,0,United States,2022,5,Technology,Computer Software: Prepackaged Software
AOGOW,0,United States,2022,1107,Technology,Computer Software: Prepackaged Software
APAC,0,United States,2021,14,Finance,Blank Checks
APACU,0,United States,2021,1100,Finance,Blank Checks
APACW,0,United States,2021,550,Finance,Blank Checks
APCA,0,,2022,414,Finance,Blank Checks
APOS,0,United States,1987,48644,,
APTM,0,United States,2021,164661,,
APTMW,0,United States,2021,32300,,
APXI,0,Mexico,2022,6,Finance,Blank Checks
APXIW,0,Mexico,2022,1,Finance,Blank Checks
AQU,0,United States,2022,5425,Finance,Blank Checks
ARIZ,0,United States,2021,5401,Finance,Blank Checks
ARIZR,0,United States,2021,10198,Finance,Blank Checks
ARIZW,0,United States,2021,32145,Finance,Blank Checks
ARRW,0,United States,2021,10736,Finance,Blank Checks
ARRWU,0,United States,2021,200,Finance,Blank Checks
ARRWW,0,United States,2021,54752,Finance,Blank Checks
ASCA,0,Singapore,2022,85,Finance,Blank Checks
ASCAW,0,Singapore,2022,103343,Finance,Blank Checks
ASCB,0,Singapore,2022,1,Finance,Blank Checks
ASCBW,0,Singapore,2022,35354,Finance,Blank Checks
ASG,0,United States,,324629,Finance,Investment Managers
ASGI,0,,2020,78024,Finance,Investment Managers
ATAK,0,United States,2022,700,Finance,Blank Checks
ATAKR,0,United States,2022,150000,Finance,Blank Checks
ATAKU,0,United States,2022,217,Finance,Blank Checks
ATAKW,0,United States,2022,82202,Finance,Blank Checks
ATEK,0,,2022,167,Finance,Blank Checks
ATMCW,0,United States,2023,66990,Finance,Blank Checks
ATMV,0,United States,2023,345,Finance,Blank Checks
ATMVR,0,United States,2023,400,Finance,Blank Checks
ATMVU,0,United States,2022,300,Finance,Blank Checks
AVHI,0,United States,2021,3772,Finance,Blank Checks
AVHIU,0,United States,2021,1,Finance,Blank Checks
AVHIW,0,United States,2021,3502,Finance,Blank Checks
AVK,0,United States,2003,130466,Finance,Trusts Except Educational Religious and Charitable
AWF,0,United States,1993,180389,Finance,Trusts Except Educational Religious and Charitable
AWP,0,United States,2007,245039,Finance,Trusts Except Educational Religious and Charitable
BACA,0,,2021,1,Finance,Blank Checks
BANFP,0,United States,,2509,Finance,Major Banks
BBN,0,United States,2010,219875,Finance,Finance Companies
BCSA,0,Cayman Islands,2021,5326,Finance,Blank Checks
BCSAU,0,Cayman Islands,2021,75,Finance,Blank Checks
BCSAW,0,Cayman Islands,2021,1737,Finance,Blank Checks
BCV,0,United States,1972,18245,Finance,Finance/Investors Services
BDJ,0,United States,2005,621176,Finance,Finance Companies
BEEP,0,,2023,72156,Finance,Blank Checks
BENFW,0,United States,,5048,Finance,Blank Checks
BEPH,0,Canada,,19569,,
BEPI,0,Canada,2021,27081,,
BFAC,0,,2022,16519,Finance,Blank Checks
BFK,0,United States,,195361,Finance,Finance Companies
BFZ,0,United States,2001,40882,Finance,Finance Companies
BGB,0,United States,2012,181561,Finance,Trusts Except Educational Religious and Charitable
BGH,0,United States,2012,40523,Finance,Investment Managers
BGT,0,United States,2004,87182,Finance,Trusts Except Educational Religious and Charitable
BGX,0,,2011,48046,Finance,Trusts Except Educational Religious and Charitable
BGY,0,United States,2007,204178,Finance,Trusts Except Educational Religious and Charitable
BHAC,0,United States,2021,3,Finance,Blank Checks
BHK,0,United States,2001,150175,Finance,Finance Companies
BHV,0,United States,2002,16126,Finance,Finance/Investors Services
BIPI,0,Bermuda,2022,28956,,
BIT,0,,2013,83685,Finance,Trusts Except Educational Religious and Charitable
BITE,0,,2021,8419,Finance,Blank Checks
BKN,0,United States,1993,51876,Finance,Trusts Except Educational Religious and Charitable
BLAC,0,United States,2023,1103,Finance,Blank Checks
BLACU,0,United States,2023,100,Finance,Blank Checks
BLACW,0,United States,2023,68400,Finance,Blank Checks
BLE,0,United States,2002,178799,Finance,Finance/Investors Services
BLEU,0,United States,2022,1,Finance,Blank Checks
BLEUR,0,United States,2022,57,Finance,Blank Checks
BLEUW,0,United States,2022,734,Finance,Blank Checks
BLUA,0,,2021,1,Finance,Blank Checks
BMN,0,,2022,53129,Finance,Trusts Except Educational Religious and Charitable
BNIX,0,United States,2021,1,Finance,Blank Checks
BNY,0,United States,,33096,Finance,Trusts Except Educational Religious and Charitable
BOCN,0,United States,2022,4,Finance,Blank Checks
BOCNW,0,United States,2022,900,Finance,Blank Checks
BOE,0,United States,2005,187522,Finance,Trusts Except Educational Religious and Charitable
BOWN,0,United States,2023,80110,,
BOWNR,0,United States,2023,231,,
BRAC,0,United States,2022,1,Finance,Blank Checks
BREZ,0,United States,2020,364,Finance,Blank Checks
BREZR,0,United States,2020,28707,Finance,Blank Checks
BREZW,0,United States,2020,35328,Finance,Blank Checks
BRKH,0,United States,2022,506,Finance,Blank Checks
BRKHW,0,United States,2022,46950,Finance,Blank Checks
BRLIR,0,China,2020,4304,Finance,Blank Checks
BRLIU,0,China,2020,1584,Finance,Blank Checks
BRLIW,0,China,2020,10236,Finance,Blank Checks
BRNS,0,United Kingdom,2021,2945,,
BRW,0,United States,,126747,Finance,Trusts Except Educational Religious and Charitable
BSL,0,United States,2010,65840,Finance,Trusts Except Educational Religious and Charitable
BTA,0,United States,2006,40603,Finance,Trusts Except Educational Religious and Charitable
BTO,0,United States,1994,56858,Finance,Investment Managers
BTT,0,United States,2012,346018,Finance,Investment Managers
BUI,0,United States,2011,87236,Finance,Trusts Except Educational Religious and Charitable
BUJA,0,Malaysia,2023,7841,Finance,Blank Checks
BUJAR,0,Malaysia,2023,18900,Finance,Blank Checks
BUJAW,0,Malaysia,2023,22800,Finance,Blank Checks
BWAQ,0,United States,2022,100,Finance,Blank Checks
BWAQW,0,United States,2022,20490,Finance,Blank Checks
BWG,0,United States,2012,38745,Finance,Finance/Investors Services
BXMX,0,United States,,176153,Finance,Investment Managers
BXSL,0,,2021,802250,Finance,Trusts Except Educational Religious and Charitable
BYM,0,United States,2002,70229,Finance,Investment Managers
BYN,0,,2022,474940,Finance,Blank Checks
BYNO,0,Sweden,2022,32103,Finance,Blank Checks
BYNOW,0,Sweden,2022,6300,Finance,Blank Checks
BYTS,0,United States,2021,155828,Finance,Blank Checks
BYTSU,0,United States,2021,200,Finance,Blank Checks
BYTSW,0,United States,2021,19477,Finance,Blank Checks
CAF,0,United States,2006,41599,Finance,Investment Managers
CAPT,0,United Kingdom,,143119,Finance,Blank Checks
CBRG,0,United States,2021,447851,Finance,Blank Checks
CCD,0,United States,,98208,Finance,Trusts Except Educational Religious and Charitable
CCG,0,China,,1880,,
CCGWW,0,China,,8650,,
CCIF,0,,2019,101769,Finance,Finance/Investors Services
CCTS,0,United States,2021,5,Finance,Blank Checks
CCTSU,0,United States,2021,6870,Finance,Blank Checks
CCTSW,0,United States,2021,55764,Finance,Blank Checks
CCZ,0,United States,,88,Telecommunications,Cable & Other Pay Television Services
CDAQ,0,United States,2021,14669,Finance,Blank Checks
CDAQW,0,United States,2021,196,Finance,Blank Checks
CEE,0,United States,,8859,Finance,Finance Companies
CEM,0,United States,2010,17022,Finance,Trusts Except Educational Religious and Charitable
CETU,0,Taiwan,2023,41040,Finance,Blank Checks
CETUW,0,Taiwan,2023,193,Finance,Blank Checks
CFFS,0,United States,2022,2794,Finance,Blank Checks
CFFSW,0,United States,2022,10000,Finance,Blank Checks
CGBDL,0,United States,,41002,,
CGO,0,United States,2005,15595,Finance,Investment Managers
CHAA,0,,2021,275635,Finance,Blank Checks
CHEA,0,Singapore,2022,25713,Finance,Blank Checks
CHI,0,United States,2002,298843,Finance,Investment Managers
CHN,0,United States,,15941,Finance,Investment Managers
CHW,0,United States,2007,268269,Finance,Investment Managers
CHY,0,United States,2003,204926,Finance,Investment Managers
CIF,0,United States,,119135,Finance,Trusts Except Educational Religious and Charitable
CIK,0,United States,,156793,Finance,Finance/Investors Services
CISS,0,Greece,,71939,Consumer Discretionary,Marine Transportation
CITE,0,United States,2022,568,Finance,Blank Checks
CLAY,0,United States,2021,786,Finance,Blank Checks
CLAYW,0,United States,2021,1227,Finance,Blank Checks
CLDI,0,,2021,61501,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLIN,0,United States,2022,701439,Utilities,Power Generation
CLINR,0,United States,2022,123401,Utilities,Power Generation
CLINU,0,United States,2022,12664,Utilities,Power Generation
CLINW,0,United States,2022,166520,Utilities,Power Generation
CLM,0,United States,2003,1074214,Finance,Finance/Investors Services
CLRC,0,United Kingdom,2022,62940,Finance,Blank Checks
CMCA,0,United States,2022,940,Finance,Blank Checks
CMCAW,0,United States,2022,159914,Finance,Blank Checks
CNDA,0,,2021,1618,Finance,Blank Checks
CNDB,0,,2021,1863,Finance,Blank Checks
CNGL,0,United States,2022,25814,Finance,Blank Checks
CNGLU,0,United States,2021,2,Finance,Blank Checks
CNGLW,0,United States,2022,109501,Finance,Blank Checks
CONX,0,United States,2020,15,Finance,Blank Checks
CONXW,0,United States,2020,38107,Finance,Blank Checks
COOL,0,United States,2021,1001,Finance,Blank Checks
COOLW,0,United States,2021,16358,Finance,Blank Checks
CPTK,0,,2021,38025,Industrials,Wholesale Distributors
CRF,0,United States,2003,539319,Finance,Finance/Investors Services
CSLM,0,United States,2022,102,Finance,Blank Checks
CSLMR,0,United States,2022,86741,Finance,Blank Checks
CSLMW,0,United States,2022,1,Finance,Blank Checks
CSTA,0,,2021,16452,Finance,Blank Checks
CSWCZ,0,United States,,4407,Finance,Finance Companies
CTR,0,United States,2012,28087,Finance,Investment Managers
CUBA,0,United States,,223083,Finance,Investment Managers
CVII,0,,2021,25669,Finance,Blank Checks
DBL,0,United States,2012,103796,,
DCF,0,,2017,31990,Finance,Finance/Investors Services
DECA,0,United States,2022,6,Finance,Blank Checks
DFP,0,,2013,48168,Finance,Investment Managers
DHAC,0,United States,2021,183,Health Care,Medical/Nursing Services
DHACW,0,United States,2021,51599,Health Care,Medical/Nursing Services
DHCA,0,United States,2021,4675,Finance,Blank Checks
DHCAU,0,United States,2021,2903,Finance,Blank Checks
DHCAW,0,United States,2021,836,Finance,Blank Checks
DHF,0,United States,1998,999974,Finance,Finance Companies
DHY,0,United States,1998,583116,Finance,Finance/Investors Services
DIAX,0,,2014,104125,Finance,Finance Companies
DISA,0,United States,2021,463,Finance,Blank Checks
DIST,0,China,2023,109910,Finance,Blank Checks
DISTR,0,China,2023,185406,Finance,Blank Checks
DISTW,0,China,2023,3764,Finance,Blank Checks
DMA,0,,2022,73238,Finance,Trusts Except Educational Religious and Charitable
DMAQ,0,United States,2021,124,Industrials,Consumer Electronics/Appliances
DMAQR,0,United States,2021,7969,,
DMB,0,,2013,123481,Finance,Trusts Except Educational Religious and Charitable
DMO,0,United States,2010,38458,Finance,Trusts Except Educational Religious and Charitable
DMYY,0,,2022,10086,Finance,Blank Checks
DNP,0,United States,1987,3574899,Finance,Investment Managers
DPCS,0,United States,2021,5365,Finance,Blank Checks
DPCSW,0,United States,2021,27429,Finance,Blank Checks
DPG,0,United States,2011,135646,Finance,Trusts Except Educational Religious and Charitable
DSAQ,0,,2021,20132,Finance,Blank Checks
DSM,0,United States,1989,182042,Finance,Investment Managers
DSU,0,United States,1998,160895,Finance,Finance Companies
DUET,0,Malaysia,2022,69,Finance,Blank Checks
DUETU,0,Malaysia,2022,4547,Finance,Blank Checks
DUETW,0,Malaysia,2022,400,Finance,Blank Checks
EAC,0,United States,2021,705,Finance,Blank Checks
EACPW,0,United States,2021,244300,Finance,Blank Checks
EAD,0,United States,2003,143695,Finance,Finance/Investors Services
